n_samples,mean,std,min,max,diff_std,skew,kurtosis,n_peaks,hr_mean,rr_mean,rr_std,rmssd,pnn50,subject,label,warmup_sec,filtered
8275,-4.46714529229958,3395.4200029818885,-16498.972916224247,21145.416870401667,1190.756095550647,0.5254993768738511,0.18940514633049776,414,75.02634096716766,0.7997191283292978,0.08763515910355042,0.10941858701548846,0.29782082324455206,subject02,반듯이 눕기 / supine-lying,5,True
7675,-5.888312508281814,3530.1394191813565,-12541.476063946382,15838.818264791717,1173.365506331544,0.44248638037637994,-0.12819539072087416,376,73.44588507187905,0.816928,0.12517272392977633,0.13009987936053463,0.2826666666666667,subject02,반듯이 눕기 / supine-lying,5,True
7275,0.26784070824036027,2752.8531577160325,-17094.918446422613,13199.581888165465,805.7186804819198,-0.2831892874256581,3.8780365858661585,368,76.12212727121877,0.7882070844686649,0.15203443484159507,0.18346706498558868,0.4332425068119891,subject02,바른 자세로 앉기 / upright-sitting,5,True
7275,-0.04705474810504664,5893.07146634173,-58464.479872110176,26073.82116754094,1380.2278140601545,-2.4189072627472097,24.86470526675309,375,77.38838346564769,0.7753101604278075,0.20644927917052106,0.2680365906756366,0.6149732620320856,subject02,서 있기 / standing,5,True
4275,1.7947231008546844,3611.790468973753,-23046.13973251936,29573.439766310425,1058.3244769434555,0.8156655653996612,16.59426260741605,227,79.52193010749535,0.7545088495575222,0.18087599627335857,0.22469612072011094,0.4026548672566372,subject03,서 있기 / standing,5,True
4275,3.1342527762524455,2328.364696602956,-11732.634284243357,8389.431418580394,813.7055979833922,0.02064960139147807,1.0021490423307742,227,79.85630576249227,0.751349557522124,0.10238758966546352,0.1410084000649922,0.3141592920353982,subject03,바른 자세로 앉기 / upright-sitting,5,True
4675,-3.0618270923086426,88909.6921594618,-1470684.4653015763,1664091.7789036045,34800.96484006201,1.8668958609222484,173.82034383338058,264,84.74439736422369,0.7080114068441065,0.20365809495757103,0.18331616620989305,0.2965779467680608,subject03,반듯이 눕기 / supine-lying,5,True
8075,0.3315277548629644,3491.321518838951,-20844.370763551247,20645.012723334294,1208.130845818716,0.3019779908860746,2.132902585171089,426,79.29918181902993,0.7566282352941177,0.10672695520567449,0.14406522042411574,0.31529411764705884,subject03,바른 자세로 앉기 / upright-sitting,5,True
8875,1.4905253550462838,1942.804148176493,-8419.806232590772,9085.60811124154,781.9898032185108,0.41112194097817667,0.5861128348525866,510,86.17527384775137,0.6962554027504911,0.05118000126757894,0.07423754170515882,0.10412573673870335,subject03,반듯이 눕기 / supine-lying,5,True
8075,-4.976901050275621,6788.061128953771,-29323.885310672045,39258.06639992068,2294.0088413744643,0.39544860108399144,0.5000580535829773,426,79.13110938712181,0.758235294117647,0.0958213591636662,0.07661469389584948,0.29411764705882354,subject04,바른 자세로 앉기 / upright-sitting,5,True
8675,-2.7848932513304496,7829.49324363357,-47633.53957609544,61508.37801945865,2088.7985089100353,0.2528799316675547,7.358665925367685,451,78.10782351103344,0.768168888888889,0.1403315056448238,0.17724101844424636,0.4088888888888889,subject04,서 있기 / standing,5,True
8275,1.9875059147752332,2560.939432484904,-9530.31256937089,10473.357005182657,838.4406692998981,0.4929136986812927,-0.48031651984240575,396,71.7792470144982,0.8358962025316456,0.08702263264906533,0.07341706879089982,0.18734177215189873,subject04,반듯이 눕기 / supine-lying,5,True
7675,1.9002986426120858,3024.59418923008,-13989.966636890156,21311.985562872265,947.1375250547571,0.6600507252220351,3.2025814128833088,373,72.78110560760157,0.8243897849462366,0.0946545002193858,0.10913660175974771,0.24731182795698925,subject04,반듯이 눕기 / supine-lying,5,True
8075,-0.4255425372362085,4924.374147665513,-66061.14072685521,47576.81992749822,1182.7115976354964,-0.6803131075799117,39.99575111661653,440,81.60988985453362,0.7352050113895217,0.1944064944321348,0.23019397220644733,0.5056947608200456,subject04,서 있기 / standing,5,True
7675,1.813437320590437,4938.057882096679,-29735.03531710802,34134.37556798669,1419.4869930720215,0.1969233030352105,6.133289613365191,406,79.44084109216445,0.7552790123456791,0.154494967528451,0.1884481702518948,0.4345679012345679,subject04,바른 자세로 앉기 / upright-sitting,5,True
8075,-2.3043232673397953,7638.8773996915,-50081.60460292387,41518.6425166191,2181.384128990896,-0.4010657050688707,5.799327227942439,449,83.38684609729087,0.7195379464285713,0.17298026669886776,0.2279937692935687,0.5200892857142857,subject05,바른 자세로 앉기 / upright-sitting,5,True
7875,3.8859455923597763,8589.846394714019,-56418.74234111249,45032.64119546118,2383.155990780472,-0.016464912729091386,5.6683738632259,438,83.48164963815067,0.718720823798627,0.18521629350228988,0.24856425341024901,0.5537757437070938,subject05,바른 자세로 앉기 / upright-sitting,5,True
7675,3.187873482793403,25021.798292094216,-394261.8230110235,446748.8052667278,10915.531920108864,2.9480934174555,90.56427292907857,425,82.98105526851417,0.7230566037735849,0.21712752014325587,0.2881827795354951,0.6462264150943396,subject05,서 있기 / standing,5,True
9075,0.9511762148705882,21649.759728290384,-436180.7539596588,509374.6831543732,9333.34755147564,2.7962836036151852,196.66682533658866,457,75.51377519195844,0.7945570175438597,0.12925111996480954,0.1711075492390485,0.3574561403508772,subject05,반듯이 눕기 / supine-lying,5,True
8075,7.1232136481670985,5248.378839979468,-28919.63781878156,29279.633278539764,1772.201332208325,0.25043430696588787,0.6720484702898073,415,77.064117718232,0.778572463768116,0.07370897411404082,0.07750563519308004,0.30434782608695654,subject06,바른 자세로 앉기 / upright-sitting,5,True
5875,1.3844347193252742,4576.51156039167,-18177.20064793966,19537.877663202293,1476.7084460358387,0.17824945281003396,0.6810318910531814,304,77.49360613810742,0.7742574257425742,0.1362790032810902,0.17621588956475898,0.49504950495049505,subject06,서 있기 / standing,5,True
7475,1.7686572497922985,4404.291985172305,-20942.61287550331,25085.83095326453,1376.162601746583,0.2963406118125046,1.9629600710004746,393,78.81614926813577,0.7612653061224488,0.14716914127382016,0.2037683354372171,0.47959183673469385,subject06,바른 자세로 앉기 / upright-sitting,5,True
8275,-1.531155859918291,2946.1288443837543,-18200.176013922348,14954.417643268804,988.9485444541244,0.25585968609802223,1.8678899397600564,445,80.53813014889275,0.7449887387387387,0.09123473516271653,0.11779936648777445,0.31756756756756754,subject06,서 있기 / standing,5,True
8875,2.200664698327856,5675.272632225431,-106817.40819238468,137570.04569886965,2148.0589591852677,6.092942475737833,217.92471217490808,499,84.32697870659122,0.7115160642570281,0.11305678257991059,0.13952605895229953,0.29116465863453816,subject06,서 있기 / standing,5,True
8275,1.1744808103338302,6635.7415456606805,-41708.12519178076,60769.5025075296,1902.291692657586,0.3690791100313377,11.521847160413497,461,83.44191868040838,0.7190630434782609,0.135320980504319,0.17273876154054738,0.4043478260869565,subject06,서 있기 / standing,5,True
8475,-6.676951048982905,6218.346191338571,-45866.161760525625,43532.09773209196,1751.2194839967096,0.1377102083026935,11.825650961680285,460,81.52198044538116,0.7359978213507625,0.1286762077621781,0.16932378997509,0.38344226579520696,subject06,서 있기 / standing,5,True
7675,4.685823464718783,9985.677079908945,-124045.67613808037,195203.7717916282,3543.9387421334372,8.14232917339106,201.61927721934282,426,83.12768738773687,0.7217811764705883,1.244821082016974,1.7632985371547485,0.26823529411764707,subject07,반듯이 눕기 / supine-lying,5,True
8075,-1.404720603995443,8703.584132264137,-45106.582479001605,58134.759268897775,2563.535418329719,0.21518944266110548,4.0838895949624625,446,82.99529071665035,0.7229325842696629,0.15062324437899394,0.19669914604302188,0.4584269662921348,subject07,바른 자세로 앉기 / upright-sitting,5,True
8675,0.05856510983848551,10486.736601938068,-83303.42198103911,77163.31757684879,3037.4607769334243,0.22401117957583347,9.88248402637682,500,86.46332095392667,0.6939358717434869,0.1619974389805719,0.23041303928966084,0.503006012024048,subject07,서 있기 / standing,5,True
7675,4.078326406492698,46232.426490509606,-384061.23941676284,960145.4608633007,19702.017171304422,10.175574289650228,190.99462888797873,443,86.65477287431136,0.6924027149321268,0.1842174123563068,0.24271151562831564,0.5475113122171946,subject07,서 있기 / standing,5,True
