dc,ac_amp,rms,skewness,kurtosis,zcr,hr,rmssd,sdnn,label
-388.4854341437928,231595.64738176894,19458.52994194283,-2.30372382872395,18.212094549784464,0.092,106.24999999999999,211.66010488516724,159.93078087497815,upright-sitting
116.85172484197619,19053.367442852406,4660.089752215545,0.5267571337360155,-0.8575882196866784,0.12,107.14285714285714,136.38181696985856,176.7683761975807,upright-sitting
9.279125402001155,22476.224933915117,5995.349715387334,0.542114857131807,-0.8667742972447181,0.104,78.26086956521739,46.70993664969138,53.748384988657,upright-sitting
106.81125415084473,23698.929563244626,6847.11716374403,0.4760110153872123,-1.0606217686376873,0.1,73.66071428571429,30.983866769659336,30.855568633594803,upright-sitting
349.64536894273476,38662.58967208223,7615.903226028239,0.6994946447471042,-0.06736117166467759,0.1,91.30434782608697,208.73243822949698,202.67597543963655,upright-sitting
-34.798302968815904,60642.14647794385,10448.890160890754,-0.1639882981507314,0.5526067615172887,0.104,95.33898305084745,328.2855899539737,243.29588752975025,upright-sitting
8.85506541193652,36802.9333409098,6190.716252319859,0.032394135896011485,0.5179581487177876,0.136,102.56410256410257,129.82038874280624,113.02654555457315,upright-sitting
232.43261693830345,49441.025848143916,9510.501863290694,0.13732715221259548,-0.12654307614908733,0.112,86.41975308641975,76.86151382644182,115.74073771730912,upright-sitting
41.55484611606805,39283.791910411404,9117.01826094707,0.40106477008175206,-0.7776309789073084,0.096,76.59574468085106,213.03008750366268,182.17817895919612,upright-sitting
119.76591379621276,24906.634916862848,6825.954444813915,0.3948339134722068,-1.0296402907563005,0.108,81.44796380090499,51.168171925346506,66.24868971450597,upright-sitting
-118.88578448081229,26946.703191631525,6631.609185648857,0.5371797910017643,-0.8863200990160705,0.1,81.08108108108108,161.35787441697303,179.25772879665,upright-sitting
123.58899363568507,38490.69575163862,7560.943037257578,-0.06019365113494729,-0.3126010829547812,0.08,88.23529411764706,254.9208021810213,203.39967692065926,upright-sitting
-72.19548602534074,37149.02619751707,7735.721446365389,0.07270015167040396,-0.5462528227144063,0.092,75.0,105.14059850764335,118.88369666751339,upright-sitting
23.030340284839664,28782.850964729856,5932.949915173243,0.46956734519715443,-0.4739657261335881,0.108,95.74468085106383,280.0,220.86697856905235,upright-sitting
-32.972436649979294,23870.704411196755,6168.66841422266,0.5702313496036276,-0.7398077791529789,0.104,100.44642857142857,230.03105380423253,209.36305521483223,upright-sitting
103.57933818206732,26060.537922807365,6547.170894757052,0.40338727357513865,-0.8425781283609672,0.1,88.60759493670886,250.5378829024281,207.5513214133029,upright-sitting
155.99466154804787,30105.681326936647,6279.085619220997,0.2598099271476562,-0.5591453849322812,0.1,96.56652360515021,247.96313089996724,209.05714264020946,upright-sitting
10.449299042975355,30314.87393852162,7259.475573586136,0.43580508898942777,-0.686670542495412,0.1,88.23529411764706,229.24625657542623,201.13961036340618,upright-sitting
263.56743156762593,27937.29241107487,6672.776278073325,0.46225114236405723,-0.568559956508933,0.108,81.44796380090499,43.48458452036872,72.03394261658103,upright-sitting
-329.74324355241447,36835.88876898359,7821.432267926531,0.26036361146574954,-0.5501706320834954,0.108,78.94736842105263,75.31750973530174,87.9393730551528,upright-sitting
-102.44471042285954,32974.61465540734,7090.399450668872,0.3292661277423667,-0.5662037667987572,0.104,97.67441860465115,262.06282276760106,166.034174008773,upright-sitting
-181.03676804934608,29519.130511768642,6445.7417910300155,0.38727703761794185,-0.6351131342100369,0.104,84.78260869565217,216.94853460363973,169.25873894738544,upright-sitting
-122.41642609411915,30595.920225521597,6598.228073747298,0.4344661033879813,-0.6233619426901753,0.1,84.9056603773585,144.72544539732652,165.19348924485158,upright-sitting
10.986147775418358,30595.920225521597,7195.250767849819,0.4526463792412863,-0.7976266478785736,0.092,69.62025316455696,66.93280212272605,62.35064799811726,upright-sitting
32.6599214433536,22394.16705252565,5501.402863276806,0.46107649175445165,-0.8345671834776831,0.104,77.25321888412017,48.241815132442184,50.221730577731215,upright-sitting
63.437810598248326,58682.61298844852,8234.835028816315,0.8023958331510154,3.5569094794390548,0.1,89.36170212765957,225.18368570500905,184.65632722350315,upright-sitting
532.1335586475104,56899.317373609345,7013.911744535595,1.7222944513880247,6.406846785733633,0.1,94.9367088607595,276.0952216692122,212.76591205673276,upright-sitting
-94.52880651725692,33328.06106346712,6803.956380761349,-0.0127021300856852,-0.4731959408763182,0.1,92.9203539823009,181.95519313196945,186.91916838624144,upright-sitting
87.02689065931243,30132.072368403613,7195.772126610116,0.11404235930169931,-0.9596565706157381,0.096,100.84033613445378,205.26405757787538,213.01408404140793,upright-sitting
162.9721860762475,30018.23975735982,6713.67760508223,0.21896820497434846,-0.6161013510573774,0.112,115.38461538461539,227.72532474323484,183.3030277982336,upright-sitting
-260.41824503474146,34326.64052691519,6869.719929462981,0.2326169157661471,-0.32783750142868406,0.112,91.30434782608697,134.50764919627318,143.19958955590477,upright-sitting
253.7092480768147,29176.974381319436,6065.357028550554,0.3884192156610733,-0.13564614261114816,0.1,101.80995475113122,117.59494644146673,161.63607958071185,upright-sitting
285.15460359448764,26997.255967966506,6614.698857022773,0.32891777411763196,-0.8157946094730213,0.096,87.5,102.88155998338762,231.19918084735895,upright-sitting
96.48020491578902,31241.72445284451,6959.708737927662,0.5122896469519447,-0.6987328356324891,0.092,79.64601769911503,306.2975380543922,239.90738953928778,upright-sitting
257.99055375298,69165.79673263646,11986.604004228033,0.6649181558836977,1.0132945933408024,0.072,111.353711790393,316.06961258558215,243.54930296713755,upright-sitting
-480.6480403220023,69165.79673263646,10339.632741610654,0.6619302248550925,3.10597081842361,0.096,94.17040358744396,211.66010488516724,174.0044568981156,upright-sitting
83.03177948553747,19212.45784198001,5285.458325166632,0.5056248664485188,-1.0598945778900315,0.1,93.36099585062242,248.4236013632475,199.98222143202852,upright-sitting
160.4159747796379,26716.427954193907,6404.349449961352,0.5048396456423356,-0.8062740281475533,0.092,74.68879668049792,122.40023767059516,185.08256415868988,upright-sitting
176.71652468554208,20503.30036644216,6092.159236260275,0.46217692284019163,-1.0653914820979375,0.096,76.59574468085106,191.83326093250878,164.48573055300437,upright-sitting
115.98757872124548,20188.84110679682,6062.074418359155,0.4647878229047659,-1.1052096754331635,0.092,75.9493670886076,191.83326093250878,168.2260384126072,upright-sitting
16.741941429498585,19420.23838446149,5784.103779284925,0.5093016509378813,-1.0411573639891356,0.096,71.73913043478261,28.284271247461902,20.5703790890632,upright-sitting
-226.25540364833844,20585.227109072977,5202.36435112148,0.49401934304227013,-0.905850533494096,0.12,87.4439461883408,46.188021535170066,97.7861451204351,upright-sitting
-1.0188731887332396,26686.51701556351,5371.415343041685,0.20544229774656098,-0.5391705253646428,0.116,112.03319502074689,186.61063584845508,156.14175262747708,upright-sitting
281.2978498392201,61141.78603364277,10131.000673972523,0.1589179711405194,1.4648607113398358,0.104,93.36099585062242,141.82484166846692,126.88402403595009,upright-sitting
568.0423054915132,30994.86370543583,7261.724573122253,0.4770790951648942,-0.7477463737637318,0.1,96.56652360515021,175.33641134361437,159.2426520195586,upright-sitting
73.08281954132909,23673.370197122986,6731.548378467315,0.48763665224670166,-1.0335174933668603,0.104,103.8961038961039,255.08168626278655,200.98196436496485,upright-sitting
-576.1748758189628,184773.86595768866,24240.150999437366,-0.10997723248217005,3.7944037688520007,0.084,100.0,247.65567494675614,206.39767440550293,standing
36.71912113319825,95354.14536079724,16067.377329853569,-0.25712578960782534,1.2999010478676247,0.076,81.44796380090499,320.9078032423303,267.06220665272394,standing
424.0287545739232,83676.79370471709,12343.392617052607,0.4439390912915971,3.2581428480655674,0.08,80.0,204.67268770138602,161.76114078067906,standing
-147.90315221068678,60851.84611981512,8762.075087551553,-1.7272922732670117,6.163243091838913,0.088,73.33333333333334,324.46879665077194,198.44019854025095,standing
-34.6887490296384,115071.75765061815,14907.33655372181,1.229268649504437,5.97218234235817,0.06,77.92207792207792,520.6988311176362,333.5166162777101,standing
-2.5170092141707574,98024.25308113596,12513.563178003307,2.6852350905180904,12.784321503648371,0.088,91.83673469387755,280.6115769936393,202.73682995998095,standing
-103.800495531986,15593.197303349314,3833.0207963148328,0.5007590519862962,-0.932887338975338,0.104,76.036866359447,43.81780460041329,48.51514205136849,standing
255.4323053625831,88560.23721064368,13735.581837634198,-0.8939555936170145,3.6292664082240833,0.08,99.55752212389382,324.6096556965436,202.10448342929513,standing
180.32157669294747,103013.31392669817,16144.950919448109,-0.11055181283009813,1.537347813617579,0.064,104.34782608695652,393.27683210007,261.86828750346996,standing
239.40616754530586,26352.096028726985,4171.091763885272,0.6221478570664334,0.4057586033141405,0.1,100.84033613445378,234.60605277784288,212.07310060448495,standing
4.0215306585642105,13542.547033798359,3554.0117078905,0.46322748610780123,-0.9926265555405767,0.1,83.33333333333333,246.30604269214888,197.21132749491773,standing
-156.20985517935856,15023.615307776694,3793.9637542272735,0.5099929622923836,-0.7537712021955203,0.096,101.35135135135135,228.78561393334402,251.79886152774137,standing
-146.2294965015702,35042.90308151011,6043.6829948517925,0.49376629694342256,0.9003498104444705,0.1,96.7741935483871,156.5001843203633,216.33307652783935,standing
125.03352120113308,35042.90308151011,5401.667713186323,0.2589990087807238,1.5839227650972392,0.092,85.90308370044053,250.3331114069145,213.17548400847724,standing
-484.133538334201,71896.70414322815,14263.308353335757,0.4183012227242152,0.8910946222785592,0.076,102.12765957446808,219.08902300206645,179.28678144247,standing
-429.71506186387745,71896.70414322815,12517.336301582734,0.46529064112762475,1.2944225359658388,0.072,99.11894273127753,222.71057451320087,181.76419400482104,standing
-187.21013995833223,30414.12765913087,5777.285443136957,0.1495697682323441,0.2630427039338703,0.088,84.78260869565217,197.3153144926499,145.82148444397274,standing
-183.03563208127406,57583.02153621921,8707.193168603113,1.1967552057475506,4.177208740711956,0.08,88.98305084745762,265.09794996740936,220.0556515882252,standing
-154.22911296639333,57583.02153621921,8180.450493279012,1.4226389412986544,5.97889299456809,0.088,101.80995475113122,254.10908793553327,205.24673498553452,standing
56.680713718087574,13659.20215296827,3455.239019575715,0.3312376445873316,-1.0532234551520474,0.108,99.5850622406639,224.61819457322093,191.03337404757318,standing
-8.301240712709664,12286.860459554555,2935.560783783706,0.2866244786916918,-0.899885294110331,0.128,117.76859504132231,208.27332469084413,183.9185656239289,standing
-40.762918597275224,12338.497232869613,3185.8795434056365,0.3333543191051281,-0.980128901932765,0.132,111.84210526315789,124.49899597988733,183.0763638957827,standing
-15.02395420887753,12338.497232869613,3448.0394897901865,0.3889338015187287,-1.1095549562469336,0.104,90.51724137931033,233.23807579381202,181.24287459604236,standing
43.308885406892706,13903.976199693654,3683.1285462399833,0.28663166727357037,-1.1572433462743081,0.1,83.69098712446352,215.09687739868903,181.92917537347054,standing
-93.17314095262921,13471.720874050417,3580.5853254178232,0.3748084462368241,-1.1409081672598946,0.096,80.0,173.93833808147488,152.42484486898235,standing
-16.577774502498098,12355.174749367117,3643.6908102439425,0.4226022671161387,-1.1143166944388645,0.096,71.73913043478261,37.94733192202055,26.721706284907395,standing
2.0488807265707147,12355.174749367117,3417.040982230037,0.3841543822965845,-1.0593907644688807,0.096,84.78260869565217,223.00971578236974,204.19273874507147,standing
12.958020237718076,14281.826021927449,3340.4263574408096,0.21035803173493936,-0.8798333421065618,0.1,87.4439461883408,229.49219304078008,180.1511528406701,standing
-50.817008077395464,13262.684128305336,3236.5675473177357,0.2037005346858457,-0.9175455761311553,0.104,86.66666666666667,211.97484127446194,170.70684931298703,standing
-18.86920161563651,10178.270457232824,2937.9085959637123,0.4317764500766104,-1.1428615129476,0.1,109.44206008583691,253.37718918639854,199.6536793938487,standing
16.13717156839307,10240.41703772773,2795.5030732320483,0.47224936984927973,-1.0056988172801886,0.1,102.27272727272728,267.04734732680964,209.97354330698164,standing
-41.070250260612696,12590.976707885804,3239.8341906371925,0.38871395649141577,-0.9940411662078334,0.092,73.66071428571429,100.39920318408906,114.76170064043272,standing
-21.813505385722912,11481.68307125603,2943.477676056526,0.3163946713068508,-1.0870860805195304,0.1,77.92207792207792,192.2120041658547,158.42979517754858,standing
-37.86228169746054,11512.024369497021,3032.4848219681467,0.40712984100163074,-1.071079117733572,0.092,83.33333333333333,269.1400446540121,216.02468994692867,standing
-1046.3161933489823,91478.43087748386,14502.97606147143,-0.4186001068198117,2.573996646952236,0.088,119.40298507462687,314.7909359135573,260.7561121047789,standing
244.37498915332233,91478.43087748386,16601.264255038477,-0.21321055791492616,0.9836697905321694,0.08,69.62025316455696,492.0162598939186,295.5985662967502,standing
