mean,std,rms,max,min,zc,ssc,wl,kurt,skew,pnn50,rr_mean,hr_mean,rmssd,n_peaks,crest_t,dwell_t,pwtf,subject,label,warmup_sec,filtered
13.622348177255361,4546.327894643557,4546.348303197191,18179.384515897797,-19113.24492983124,377,483,4523937.395939902,0.5697597950855857,0.3157346841970372,0.3435897435897436,0.873020512820513,68.72690746538689,0.16324218299593507,196,0.5117525773195877,0.8921649484536083,0.5736075803096834,subject02,반듯이 눕기 / supine-lying,5,True
-1.761585410207714,4884.714776761767,4884.715094403963,48758.70703855672,-28155.685960195267,361,491,4279567.87336241,10.52955122031951,0.9362765611938842,0.4329896907216495,0.8802628865979383,68.16145598491546,0.16482161813035573,195,0.5691191709844559,0.9222797927461139,0.6170786516853932,subject02,반듯이 눕기 / supine-lying,5,True
7.125275332781645,4854.7438908695685,4854.749119726371,26317.3967065228,-27671.588023111995,432,635,4381338.562564399,4.5389829701252085,-0.03873111522328854,0.5555555555555556,0.7267136752136751,82.56346625424138,0.2125201126558656,235,0.4112820512820513,0.7562393162393162,0.5438517179023509,subject02,바른 자세로 앉기 / upright-sitting,5,True
-7.589288409569537,4857.447633362579,4857.453562120618,22013.843380110495,-39143.31316599257,387,583,3688947.2127937684,7.211066877380565,-0.5366650090479904,0.59375,0.7591741071428572,79.03325394725236,0.2629536097810049,225,0.4248888888888889,0.7966222222222222,0.5333630885962956,subject02,서 있기 / standing,5,True
3.5982935526949875,4988.007070516094,4988.008368400662,27149.67391917314,-40979.18330957849,372,560,3780477.9815299194,7.3879694083647856,-0.19198409654687354,0.7318181818181818,0.773009090909091,77.61875080852865,0.28758992240744397,221,0.43727272727272737,0.8409090909090909,0.5200000000000001,subject02,서 있기 / standing,5,True
1.4327170244035676,4386.078135875147,4386.0783698744,24719.729254471302,-24066.700662425505,925,1210,9345500.107336357,2.7148636167467197,-0.08123735134789441,0.5171102661596958,0.765161596958175,78.41480837319088,0.204769445265366,527,0.42273764258555135,0.8073764258555133,0.5235942356597909,subject02,바른 자세로 앉기 / upright-sitting,5,True
2.1922260867036805,4672.774927557647,4672.775441797582,23605.570526260217,-37161.5864124024,1400,1798,15661647.063198924,3.222834603994457,0.09485452369276273,0.453929539295393,0.8168753387533876,73.4506198847482,0.19857311898162233,739,0.4748509485094851,0.8185365853658536,0.5801218381671303,subject02,반듯이 눕기 / supine-lying,5,True
2.329404816552014,3790.056935149778,3790.057650986819,30596.862486528895,-28497.68797430262,1151,1433,9455813.132913828,7.938156230029362,0.44170584076542047,0.47761194029850745,0.7881409618573797,76.12851368440545,0.18425941376619484,604,0.4328239202657808,0.8053820598006644,0.5374144047520834,subject02,서 있기 / standing,5,True
-5.3478398908237965,3682.777064052413,3682.780946907107,24093.282374479644,-24315.761262313143,723,1005,5437054.352941342,7.049783805615894,-0.19861592029821762,0.5569620253164557,0.7535848101265823,79.61943923726592,0.2406312974652237,396,0.4113131313131313,0.7809090909090909,0.5267106454533695,subject02,서 있기 / standing,5,True
-0.6428530018863726,3378.875216512626,3378.87527766611,14139.642973104124,-14666.249055465436,688,800,6179550.558983903,0.3143719003173695,0.19810656742427696,0.49025069637883006,0.8060362116991644,74.43834300386706,0.14026537099967326,360,0.433,0.8124444444444445,0.5329595185995623,subject02,바른 자세로 앉기 / upright-sitting,5,True
-4.467145292285352,3395.4200029818876,3395.4229415547893,21145.41687040118,-16498.972916224324,810,1007,7644652.127392453,0.18856573357692552,0.5254041153924071,0.29782082324455206,0.7997191283292978,75.02634096716766,0.10941858701548846,414,0.4590338164251208,0.8042512077294687,0.5707592503604036,subject02,반듯이 눕기 / supine-lying,5,True
-5.888312508274969,3530.1394191813542,3530.144330063895,15838.818264790998,-12541.476063946182,717,944,6978775.912881157,-0.12889354815403653,0.4423998962581981,0.2826666666666667,0.816928,73.44588507187905,0.13009987936053463,376,0.4628266666666668,0.8398933333333334,0.5510541021082043,subject02,반듯이 눕기 / supine-lying,5,True
0.2678407082334456,2752.8531577160206,2752.8531707458924,13199.581888165158,-17094.91844642274,699,839,4449310.845356064,3.8745471525710418,-0.28313089453739454,0.4332425068119891,0.7882070844686649,76.12212727121877,0.18346706498558868,368,0.41717391304347823,0.8093478260869564,0.5154445339779747,subject02,바른 자세로 앉기 / upright-sitting,5,True
-0.0470547480978697,5893.071466341597,5893.071466529459,26073.821167538757,-58464.47987210879,645,970,5212164.677003304,24.84679478163279,-2.4184084904140044,0.6149732620320856,0.7753101604278075,77.38838346564769,0.2680365906756366,375,0.4299733333333334,0.8194133333333332,0.5247331424108307,subject02,서 있기 / standing,5,True
1.7947231008653184,3611.790468973714,3611.790914878707,29573.43976631145,-23046.13973251823,418,643,2382766.8257860797,16.573457287532428,0.815379339056702,0.4026548672566372,0.7545088495575222,79.52193010749535,0.22469612072011094,227,0.40533333333333343,0.7664,0.5288796102992347,subject03,서 있기 / standing,5,True
3.1342527762453583,2328.364696602964,2328.366806138474,8389.431418579445,-11732.634284243526,423,644,2648496.184974145,0.9995741414280648,0.020642355210973372,0.3141592920353982,0.751349557522124,79.85630576249227,0.1410084000649922,227,0.40176991150442476,0.7603539823008851,0.5283985102420855,subject03,바른 자세로 앉기 / upright-sitting,5,True
-3.0618270929435325,88909.6921594643,88909.69221218514,1664091.7789035903,-1470684.4653016555,658,729,16992122.273173273,173.63321223765232,1.8662968035065506,0.2965779467680608,0.7080114068441065,84.74439736422369,0.18331616620989305,264,0.4522727272727272,0.7146969696969697,0.632817468730125,subject03,반듯이 눕기 / supine-lying,5,True
0.331527754856972,3491.321518838964,3491.3215345795156,20645.01272333357,-20844.37076355146,841,1207,7451800.253065969,2.130839189357938,0.3019218930084941,0.31529411764705884,0.7566282352941177,79.29918181902993,0.14406522042411574,426,0.3951173708920188,0.7711737089201878,0.5123584561061733,subject03,바른 자세로 앉기 / upright-sitting,5,True
1.4905253550469777,1942.8041481764851,1942.8047199442335,9085.608111240885,-8419.806232590612,1015,1050,5515207.700236905,0.5851067023515384,0.4110524523172198,0.10412573673870335,0.6962554027504911,86.17527384775137,0.07423754170515882,510,0.4686836935166995,0.7055402750491159,0.6642904878592115,subject03,반듯이 눕기 / supine-lying,5,True
-4.976901050319338,6788.061128953773,6788.062953446825,39258.066399919444,-29323.88531066829,841,898,15062629.307088112,0.4990055317404978,0.3953751393487607,0.29411764705882354,0.758235294117647,79.13110938712181,0.07661469389584948,426,0.44094117647058834,0.7585882352941176,0.5812655086848637,subject04,바른 자세로 앉기 / upright-sitting,5,True
-2.784893251313715,7829.49324363352,7829.493738916544,61508.37801946061,-47633.539576094794,817,1027,12599651.64672556,7.35373374084614,0.2528362039307068,0.4088888888888889,0.768168888888889,78.10782351103344,0.17724101844424636,451,0.47849223946784925,0.7966297117516629,0.6006457359162771,subject04,서 있기 / standing,5,True
1.9875059147634901,2560.9394324849045,2560.940203721256,10473.357005183669,-9530.312569370546,786,808,5779957.428160126,-0.48075133539377424,0.4928243442667767,0.18734177215189873,0.8358962025316456,71.7792470144982,0.07341706879089982,396,0.44840506329113927,0.8494177215189873,0.5278969957081545,subject04,반듯이 눕기 / supine-lying,5,True
1.9002986426289927,3024.5941892300634,3024.594786191895,21311.985562873026,-13989.966636890375,724,778,5620026.489747554,3.199713764054902,0.6599217180764579,0.24731182795698925,0.8243897849462366,72.78110560760157,0.10913660175974771,373,0.43677419354838715,0.8323655913978494,0.5247384058907119,subject04,반듯이 눕기 / supine-lying,5,True
-0.4255425372104367,4924.374147665489,4924.3741660522355,47576.81992749989,-66061.14072685088,778,1118,3814953.1996198385,39.97024729686469,-0.6801867271059678,0.5056947608200456,0.7352050113895217,81.60988985453362,0.23019397220644733,440,0.41858769931662876,0.7737585421412301,0.5409797456429581,subject04,서 있기 / standing,5,True
1.813437320587662,4938.057882096698,4938.058215077284,34134.37556798733,-29735.035317108195,741,902,7687686.632145975,6.128513056616001,0.19688481430661714,0.4345679012345679,0.7552790123456791,79.44084109216445,0.1884481702518948,406,0.4008888888888889,0.7651358024691358,0.5239447528075384,subject04,바른 자세로 앉기 / upright-sitting,5,True
-2.3043232673550387,7638.877399691546,7638.877747249526,41518.64251661918,-50081.60460292412,804,1352,12181692.254439129,5.794993993718286,-0.4009911998549828,0.5200892857142857,0.7195379464285713,83.38684609729087,0.2279937692935687,449,0.3998214285714286,0.7423214285714286,0.5386095742121723,subject05,바른 자세로 앉기 / upright-sitting,5,True
3.8859455923001707,8589.846394714108,8589.84727369213,45032.64119546221,-56418.74234111659,749,1257,12763589.733420005,5.664013727428163,-0.016461776389323658,0.5537757437070938,0.718720823798627,83.48164963815067,0.24856425341024901,438,0.3923853211009175,0.7495412844036696,0.5235006119951042,subject05,바른 자세로 앉기 / upright-sitting,5,True
3.1878734827600086,25021.79829209427,25021.79849516795,446748.8052667279,-394261.82301100955,751,1169,19007075.951353185,90.50450250674906,2.9475172115632877,0.6462264150943396,0.7230566037735849,82.98105526851417,0.2881827795354951,425,0.3697399527186762,0.7679432624113476,0.4814677995320774,subject05,서 있기 / standing,5,True
0.9511762147908966,21649.759728290053,21649.759749184886,509374.68315438036,-436180.75395963754,891,1070,16799065.822021496,196.55782458964077,2.7958213867562693,0.3574561403508772,0.7945570175438597,75.51377519195844,0.1711075492390485,457,0.40982456140350876,0.8057894736842106,0.5086000435445243,subject05,반듯이 눕기 / supine-lying,5,True
7.123213648150799,5248.37883997945,5248.38367386729,29279.633278536945,-28919.637818781906,814,955,11338812.721271785,0.6708894712951543,0.25038778426052727,0.30434782608695654,0.778572463768116,77.064117718232,0.07750563519308004,415,0.43738498789346253,0.7826634382566586,0.5588417275089718,subject06,바른 자세로 앉기 / upright-sitting,5,True
1.3844347192895317,4576.511560391664,4576.511769793456,19537.877663203002,-18177.20064793983,562,781,6640382.508368267,0.6794313247538692,0.17820393908337387,0.49504950495049505,0.7742574257425742,77.49360613810742,0.17621588956475898,304,0.4295364238410596,0.7769536423841059,0.5528469144220934,subject06,서 있기 / standing,5,True
1.7686572498297801,4404.291985172277,4404.292340297272,25085.83095326457,-20942.612875504,732,956,7913322.130742167,1.9608447319048734,0.2962811421539597,0.47959183673469385,0.7612653061224488,78.81614926813577,0.2037683354372171,393,0.4083673469387755,0.7759183673469386,0.5263019463440296,subject06,바른 자세로 앉기 / upright-sitting,5,True
-1.531155859898789,2946.128844383743,2946.1292422682604,14954.417643269138,-18200.176013921395,867,1012,6515975.645382608,1.8660365083691177,0.2558133043632624,0.31756756756756754,0.7449887387387387,80.53813014889275,0.11779936648777445,445,0.3908108108108108,0.7500900900900901,0.5210184962767235,subject06,서 있기 / standing,5,True
2.200664698307333,5675.272632225464,5675.273058894389,137570.04569887088,-106817.40819238179,944,1168,7415378.348297793,217.80128107468312,6.09191263429226,0.29116465863453816,0.7115160642570281,84.32697870659122,0.13952605895229953,499,0.3791164658634538,0.7275502008032129,0.5210863325237359,subject06,서 있기 / standing,5,True
1.17448081034849,6635.741545660632,6635.7416495981615,60769.50250753018,-41708.12519178035,830,1060,9835400.40542046,11.514161509044682,0.36901220410473146,0.4043478260869565,0.7190630434782609,83.44191868040838,0.17273876154054738,461,0.3945098039215687,0.7433551198257081,0.530715123094959,subject06,서 있기 / standing,5,True
-6.676951049000972,6218.346191338531,6218.349776026573,43532.09773209257,-45866.161760526484,864,1130,9735726.00842389,11.817967447786565,0.13768583361609996,0.38344226579520696,0.7359978213507625,81.52198044538116,0.16932378997509,460,0.393202614379085,0.7500653594771243,0.524224468455908,subject06,서 있기 / standing,5,True
4.685823464718245,9985.67707990914,9985.67817933085,195203.77179162664,-124045.67613808365,830,918,6949065.869364185,201.48717145592263,8.140737752299792,0.26823529411764707,0.7217811764705883,83.12768738773687,1.7632985371547485,426,0.4204235294117647,0.7339294117647058,0.5728391895357784,subject07,반듯이 눕기 / supine-lying,5,True
-1.4047206039781948,8703.584132264108,8703.584245622005,58134.759268892,-45106.582479000506,796,1075,15232731.734081335,4.0806183670820655,0.21514946732722998,0.4584269662921348,0.7229325842696629,82.99529071665035,0.19669914604302188,446,0.4207174887892377,0.7432286995515696,0.566067334379148,subject07,바른 자세로 앉기 / upright-sitting,5,True
0.05856510978375688,10486.736601938186,10486.73660210172,77163.31757685408,-83303.42198104293,860,1200,15189466.396291163,9.876097426390562,0.2239724437937167,0.503006012024048,0.6939358717434869,86.46332095392667,0.23041303928966084,500,0.41002004008016035,0.720240480961924,0.5692821368948247,subject07,서 있기 / standing,5,True
4.078326406428003,46232.426490509475,46232.426670391294,960145.4608632788,-384061.23941675224,762,1170,22879484.451550364,190.86944345711092,10.173585470088316,0.5475113122171946,0.6924027149321268,86.65477287431136,0.24271151562831564,443,0.41221719457013584,0.7542986425339367,0.5464907018596281,subject07,서 있기 / standing,5,True
